entity_id	name	type
E10061	Nick Menza	human
E10062	Heinrich Harrer	human
E10063	heavy metal	music_genre
E10064	Jurek Becker	human
E10065	Richard Branson	human
E10066	Herb Jeffries	human
E10067	Gidget Gein	human
E10068	Markus Wolf	human
E10069	Francis Bouygues	human
E10070	Ayelet Shaked	human
E10071	Arthur Smith	human
E10072	Microsoft	software_company
E10073	Save the Last Dance	film
E10074	Jim Fielder	human
E10075	flute	class_of_instruments
E10076	The Band	musical_group
E10077	Frankie Carle	human
E10078	Kendall Schmidt	human
E10079	Hans Christian Ørsted	human
E10080	Gustave Flaubert	human
E10081	Emma Eames	human
E10082	Peter Viereck	human
E10083	Henry Picker	human
E10084	Lily Tomlin	human
E10085	Johann Wilhelm Baier	human
E10086	National Committee for a Free Germany	organization
E10087	Javier Bardem	human
E10088	Cantinflas	human
E10089	Friedrich Wilhelm Joseph Schelling	human
E10090	Brian Holland	human
E10091	Hans Mayer	human
E10092	Ludvík Kuba	human
E10093	Moya Brennan	human
E10094	Arnold Ruge	human
E10095	Tel Aviv	city
E10096	John Keats	human
E10097	Heinrich Cornelius Agrippa	human
E10098	Matthew McConaughey	human
E10099	Armando Trovaioli	human
E10100	Cuba Gooding Sr.	human
E10101	Inara George	human
E10102	Otmar Freiherr von Verschuer	human
E10103	Randy Pausch	human
E10104	history	research_object
E10105	Jørgen Leth	human
E10106	Sonny Bono	human
E10107	Eddie Izzard	human
E10108	Debra Winger	human
E10109	Masiela Lusha	human
E10110	Billy Joel	human
E10111	Lujo Tončić-Sorinj	human
E10112	Gothenburg	big_city
E10113	Alice Herz-Sommer	human
E10114	Nahalat Yitzhak Cemetery	cemetery
E10115	Stuart Adamson	human
E10116	The Beach Boys	musical_group
E10117	Darya Dontsova	human
E10118	Mohammad Taqi Danesh Pajouh	human
E10119	Ernst Bertram	human
E10120	Raymond Aron	human
E10121	Ehud Olmert	human
E10122	Ryō Kawasaki	human
E10123	Charles Régnier	human
E10124	Melvin Calvin	human
E10125	Kaskade	human
E10126	Mac Wiseman	human
E10127	Horst Buchholz	human
E10128	Lorenzo Music	human
E10129	Tom Hiddleston	human
E10130	Thomas Henry Huxley	human
E10131	Philadelphia	film
E10132	sport film	film_genre
E10133	RWTH Aachen University	university
E10134	Heidi Range	human
E10135	Tamer Hassan	human
E10136	Accademia della Crusca	academy_of_sciences
E10137	Ross MacDonald	human
E10138	Rudolf Wittkower	human
E10139	Volin	human
E10140	Robert A. Heinlein	human
E10141	Claire Goll	human
E10142	Cambridge	city
E10143	Emma Amos	human
E10144	Enrico de Nicola	human
E10145	David Walliams	human
E10146	Organization for Security and Co-operation in Europe	intergovernmental_organization
E10147	Peter C. Newman	human
E10148	Géza von Radványi	human
E10149	Jaime Hurtado	human
E10150	ABBA	musical_group
E10151	Mike Farrell	human
E10152	St. Vincent	human
E10153	Gene Kelly	human
E10154	Ludo Moritz Hartmann	human
E10155	Simon Rex	human
E10156	Constantine	film
E10157	Jan Peerce	human
E10158	Wilhelm Florin	human
E10159	Igor Krupnik	human
E10160	Jeffery Deaver	human
E10161	Sven-Erik Magnusson	human
E10162	Helmut Kohl	human
E10163	Ludwig Prandtl	human
E10164	Rudolf Heinze	human
E10165	Max Cahner	human
E10166	Nevil Shute	human
E10167	Des O'Connor	human
E10168	Sergey Letov	human
E10169	Juan Egaña	human
E10170	geology	science
E10171	George Lascelles, 7th Earl of Harewood	human
E10172	Jörg Schneider	human
E10173	Nikolaus Selnecker	human
E10174	Herwarth Walden	human
E10175	Otto Frank	human
E10176	Johannes Dieckmann	human
E10177	Pisa	comune_of_italy
E10178	Frank Whaley	human
E10179	Ken Murray	human
E10180	Stefan Stambolov	human
E10181	Latin	language
E10182	Géza Féja	human
E10183	Barry Marshall	human
E10184	Samantha Power	human
E10185	Soapdish	film
E10186	Ray Quinn	human
E10187	Albert Robida	human
E10188	Georgy Petrov	human
E10189	Ayọ	human
E10190	Sebastian Münster	human
E10191	Karol Sienkiewicz	human
E10192	Aliens	film
E10193	economist	profession
E10194	Helmuth von Moltke the Elder	human
E10195	Anke Engelke	human
E10196	Benjamin Franklin	human
E10197	Cate Blanchett	human
E10198	Germans	ethnic_group
E10199	Anne Sinclair	human
E10200	Patsy Cline	human
E10201	Dana Andrews	human
E10202	Boris Grebenshchikov	human
E10203	Ludovic Kennedy	human
E10204	Bianca Lawson	human
E10205	Jana Kramer	human
E10206	Fidel Castro	human
E10207	Nicolas Hulot	human
E10208	Damo Suzuki	human
E10209	Henry F. Hollis	human
E10210	Annette Bening	human
E10211	Rain Man	film
E10212	Leona Lewis	human
E10213	Henri Verneuil	human
E10214	Iris Murdoch	human
E10215	Ryan Tedder	human
E10216	Manu Chao	human
E10217	Ghost Rider	film
E10218	Erich Neumann	human
E10219	Wings of Desire	film
E10220	Karl von Gerber	human
E10221	Pierre Teilhard de Chardin	human
E10222	Marilyn Schmiege	human
E10223	University of Bucharest	university
E10224	literary scholar	profession
E10225	Eric Schmidt	human
E10226	A. V. Peĭve	human
E10227	Thomas Ohrner	human
E10228	Cenk Uygur	human
E10229	Mamie Gummer	human
E10230	Mary Elizabeth Mastrantonio	human
E10231	Naomi Watts	human
E10232	Henry Watson Fowler	human
E10233	Reba McEntire	human
E10234	Heimito von Doderer	human
E10235	Gloria Swanson	human
E10236	Alexandros Panagoulis	human
E10237	Ryan Murphy	human
E10238	Mickey Gilley	human
E10239	Valerie Harper	human
E10240	Tucker Carlson	human
E10241	electro	music_genre
E10242	A Beautiful Mind	film
E10243	television producer	profession
E10244	viola	necked_box_lutes_played_with_a_bow
E10245	Walther Stennes	human
E10246	Olivier Messiaen	human
E10247	Friedrich Spielhagen	human
E10248	Nadar	human
E10249	Mal Evans	human
E10250	Louisiana	state_of_the_united_states
E10251	percussion instrument	class_of_instruments
E10252	Annemarie Schwarzenbach	human
E10253	Azerbaijani	language
E10254	Johann Michael Sailer	human
E10255	Norodom Sihamoni	human
E10256	Béla Király	human
E10257	Aziz Nesin	human
E10258	Kingston	capital
E10259	William Waldorf Astor, 1st Viscount Astor	human
E10260	Heinz Ellenberg	human
E10261	Mel Ferrer	human
E10262	martial arts film	film_genre
E10263	Rachel Stevens	human
E10264	Bruce Fairbairn	human
E10265	diarist	occupation
E10266	English people	nation
E10267	Daniel Richter	human
E10268	Pavel Taranov	human
E10269	Big Daddy Kinsey	human
E10270	Danielle Darrieux	human
E10271	Michael Stürmer	human
E10272	Barbara Lynn	human
E10273	Max Hansen	human
E10274	One Flew Over the Cuckoo's Nest	film
E10275	geologist	profession
E10276	Tomio Tada	human
E10277	Side Effects	film
E10278	The Clowns	film
E10279	Josse De Pauw	human
E10280	Lenka	human
E10281	Rick Kavanian	human
E10282	Margot Adler	human
E10283	Ham Eun-jung	human
E10284	Farrah Franklin	human
E10285	MGM Records	record_label
E10286	Catholicism	abrahamic_religion
E10287	Andrew Johnson	human
E10288	Prince Hubertus of Hohenlohe-Langenburg	human
E10289	Nana Mouskouri	human
E10290	Gladys Alberta Bentley	human
E10291	Justin Bieber	human
E10292	Woody Bledsoe	human
E10293	Richard Riehle	human
E10294	Moses Mendelssohn	human
E10295	GOOD Music	music_organization
E10296	Beatrix Potter	human
E10297	National Academy of Engineering	academy_of_sciences
E10298	Jill Hennessy	human
E10299	Mark Kermode	human
E10300	Kahlil Gibran	human
E10301	Eugene Jolas	human
E10302	Ivanka Trump	human
E10303	Jeanette Winterson	human
E10304	Little Milton	human
E10305	University of Edinburgh	public_university
E10306	Plzeň	municipality_with_town_privileges_in_the_czech_republic
E10307	Carlos Mendes	human
E10308	Herbert Alton Meyer	human
E10309	Shanice	human
E10310	Frank McCourt	human
E10311	Miguel Brascó	human
E10312	Subhash Kak	human
E10313	Kenny Ortega	human
E10314	Max Born	human
E10315	xXx	film
E10316	Masako Togawa	human
E10317	Kurt Gerstein	human
E10318	Alexandros Diomidis	human
E10319	Carlo Rubbia	human
E10320	Estonia	sovereign_state
E10321	Kim Philby	human
E10322	Bolesław Wieniawa-Długoszowski	human
E10323	Erhard Milch	human
E10324	Tim Robbins	human
E10325	Dee D. Jackson	human
E10326	Jet Li	human
E10327	Omsk	administrative_territorial_entity_of_russia
E10328	Mansfield Park	film
E10329	Karl Ernst Adolf von Hoff	human
E10330	Apostolo Zeno	human
E10331	Organisation for the Prohibition of Chemical Weapons	intergovernmental_organization
E10332	August Ludwig von Schlözer	human
E10333	William Herschel	human
E10334	Eric Bogosian	human
E10335	International Workingmen's Association	organization
E10336	Émile Zola	human
E10337	Leonard Susskind	human
E10338	Nicolette Krebitz	human
E10339	Jovan Hadži	human
E10340	Johnny Dorelli	human
E10341	Edward Conze	human
E10342	Connie Booth	human
E10343	Black Hawk Down	film
E10344	Austria	country
E10345	James Cotton	human
E10346	Shawn Levy	human
E10347	Russian Republic	sovereign_state
E10348	Vika Jigulina	human
E10349	Marion Lorne	human
E10350	Mitch Miller	human
E10351	Rose Marie	human
E10352	Donát Bánki	human
E10353	Peter DeLuise	human
E10354	Ludolf von Alvensleben Fiedler	human
E10355	American Recordings	record_label
E10356	Anglicanism	protestantism
E10357	Joel Edgerton	human
E10358	Julius Grégr	human
E10359	Robert Hoffman	human
E10360	Jean-François Copé	human
E10361	Mila Kunis	human
E10362	Edgar Froese	human
E10363	Richard Steele	human
E10364	Matthew Modine	human
E10365	Piero Scaruffi	human
E10366	Ursula Martin	human
E10367	Adebayo O. Ogunlesi	human
E10368	Antony C. Sutton	human
E10369	Chingy	human
E10370	Jaume Vallcorba Plana	human
E10371	Arthur Miller	human
E10372	Willi Stoph	human
E10373	Nikolay Basov	human
E10374	Mýa	human
E10375	Tallinn	capital
E10376	Ashley C. Williams	human
E10377	trip hop	music_genre
E10378	Zach Braff	human
E10379	action comedy film	film_genre
E10380	Johan Håstad	human
E10381	Larry Cedar	human
E10382	Billie Holiday	human
E10383	James Bacon	human
E10384	Daphne Koller	human
E10385	Mircea Eliade	human
E10386	Gustav Kirchhoff	human
E10387	Bell Records	record_label
E10388	Malcolm McDowell	human
E10389	Edward Vivian Robertson	human
E10390	Heinrich Mann	human
E10391	Raul Hilberg	human
E10392	Albert Schäffle	human
E10393	Kai Simons	human
E10394	Lindsay Anderson	human
E10395	Momo Kapor	human
E10396	Tate Donovan	human
E10397	Benjamin Sadler	human
E10398	John Adams	human
E10399	Klaus Samelson	human
E10400	Boston	state_or_insular_area_capital_in_the_united_states
E10401	Wilhelm Kahl	human
E10402	A Good Day to Die Hard	film
E10403	Howard Stern	human
E10404	Stas Shurins	human
E10405	editor	profession
E10406	Thailand	constitutional_monarchy
E10407	Mick Thomson	human
E10408	Robin Thicke	human
E10409	Jean-Baptiste Philibert Vaillant	human
E10410	The Death and Life of Bobby Z	film
E10411	Karl Grünberg	human
E10412	Illinois Institute of Technology	university
E10413	Rose Byrne	human
E10414	Argo	film
E10415	Alan Vega	human
E10416	Lee Jong-hyun	human
E10417	The Fifth Element	film
E10418	Doris Kenyon	human
E10419	Jacob Israël de Haan	human
E10420	Christy Carlson Romano	human
E10421	Wayne White	human
E10422	Barry Levinson	human
E10423	The Science of Sleep	film
E10424	Heinz Politzer	human
E10425	Chelyabinsk	administrative_territorial_entity_of_russia
E10426	Kelly Curtis	human
E10427	Andrei Tupolev	human
E10428	Harper Lee	human
E10429	Georgy Grechko	human
E10430	Jean Renoir	human
E10431	Venezuela	sovereign_state
E10432	Wim Wenders	human
E10433	Stéphane Mallarmé	human
E10434	André Castelot	human
E10435	Adolph Green	human
E10436	Daniel Landa	human
E10437	Kate Nash	human
E10438	Anna Politkovskaya	human
E10439	Ola Gjeilo	human
E10440	Star Trek: The Motion Picture	star_trek_film
E10441	Hermann Köchly	human
E10442	Daniel Pipes	human
E10443	Ty Burrell	human
E10444	Gleb Uspensky	human
E10445	Emma Goldman	human
E10446	Zakk Wylde	human
E10447	Emma Roberts	human
E10448	Hanka Bielicka	human
E10449	Ashley Olsen	human
E10450	Patti Smith	human
E10451	Wilhelm Hertz	human
E10452	1918-1920 flu pandemic	influenza_pandemic
E10453	Léon Werth	human
E10454	Jon Hamm	human
E10455	Cornelius Ryan	human
E10456	Crooked I	human
E10457	Barry Adamson	human
E10458	Seva Novgorodsev	human
E10459	Richard Nikolaus von Coudenhove-Kalergi	human
E10460	Marie Marvingt	human
E10461	Gordon Lightfoot	human
E10462	Carlo Biotti	human
E10463	Alexei Navalny	human
E10464	art of sculpture	method
E10465	John W. Hutchinson	human
E10466	Nikolay Danilevsky	human
E10467	Peter Gallagher	human
E10468	Carl Hilty	human
E10469	Bosniaks	ethnic_group
E10470	Jennette McCurdy	human
E10471	Bicentennial Man	film
E10472	Iris Chang	human
E10473	James Purefoy	human
E10474	Frank Vincent	human
E10475	Académie des Inscriptions et Belles-Lettres	academy
E10476	Summer Phoenix	human
E10477	Sándor Petőfi	human
E10478	Austrian Empire	historical_country
E10479	Dar Williams	human
E10480	Ferenc Fejtő	human
E10481	Walter Janssen	human
E10482	And the Band Played On	film
E10483	Maya Angelou	human
E10484	Colorado	state_of_the_united_states
E10485	Günther Oettinger	human
E10486	Kristen Johnston	human
E10487	You Only Live Twice	film
E10488	Seven Psychopaths	film
E10489	1492 – Conquest of Paradise	film
E10490	Henry David Thoreau	human
E10491	Comoros	island_nation
E10492	Xavier Cugat	human
E10493	Fritz J. Raddatz	human
E10494	Doug Yule	human
E10495	Insomnia	film
E10496	Edward Maya	human
E10497	bone cancer	disease
E10498	Cantonese	dialect
E10499	Agent Cody Banks 2: Destination London	film
E10500	Sarolta Zalatnay	human
E10501	York	county_town
E10502	Giacomo Debenedetti	human
E10503	J. Michael Straczynski	human
E10504	Jon Lajoie	human
E10505	Modern Greek	language
E10506	Hugh Hefner	human
E10507	Eugene Mirman	human
E10508	Académie Française	language_regulator
E10509	Leipzig University	university
E10510	Jean-Patrick Manchette	human
E10511	Judith Holofernes	human
E10512	The Hills Have Eyes III	film
E10513	Pedro Armendáriz	human
E10514	Béla Bartók	human
E10515	Richard Hakluyt	human
E10516	Robert Novak	human
E10517	Bruno Kreisky	human
E10518	Boris Kodjoe	human
E10519	Indiana University	state_university_system
E10520	Saadat Hasan Manto	human
E10521	Jacques Cousteau	human
E10522	Manolis Glezos	human
E10523	Xander Berkeley	human
E10524	Francis Galton	human
E10525	Powązki Military Cemetery	cemetery
E10526	Milwaukee	county_seat
E10527	Rick Snyder	human
E10528	The Castle of Fu Manchu	film
E10529	United Kingdom of Great Britain and Ireland	sovereign_state
E10530	Renée Zellweger	human
E10531	Lecrae	human
E10532	A.D.	miniseries
E10533	Edward Burns	human
E10534	Chris Ofili	human
E10535	Tokyo	financial_centre
E10536	Claes Adelsköld	human
E10537	Herbert Hoover	human
E10538	Ernst Trygger	human
E10539	Yasemin Şamdereli	human
E10540	Vittorio De Sica	human
E10541	Erik Satie	human
E10542	PEN Centre Germany	writers_organization
E10543	Big Fat Liar	film
E10544	Mel Gibson	human
E10545	Eduard Rossel	human
E10546	Berlin-Brandenburg Academy of Sciences and Humanities	academy_of_sciences
E10547	Sheffield	city
E10548	Galileo Ferraris	human
E10549	Lillian Hellman	human
E10550	Probal Dasgupta	human
E10551	Seoul	capital
E10552	Veronica Cartwright	human
E10553	Mikhail Prokhorov	human
E10554	Jo Nesbø	human
E10555	Inside Daisy Clover	film
E10556	Henryk Broder	human
E10557	Ferdinand Porsche	human
E10558	Johann Heinrich Pestalozzi	human
E10559	Verne Troyer	human
E10560	Martha Gellhorn	human
E10561	Günter Eich	human
E10562	Kikki Danielsson	human
E10563	drawer	profession
E10564	Nikolay Dobrolyubov	human
E10565	Nevio Passaro	human
E10566	Buffy the Vampire Slayer	film
E10567	Karl Heinrich von Stein	human
E10568	Todd Rundgren	human
E10569	Tom Scholz	human
E10570	opinion journalism	journalism_genre
E10571	Samuel L. Jackson	human
E10572	Peter Freuchen	human
E10573	Max Reger	human
E10574	Shyne	human
E10575	Ivana Trump	human
E10576	Jörn Donner	human
E10577	Sid Wilson	human
E10578	Hairspray	film
E10579	mime artist	profession
E10580	Ron Perlman	human
E10581	Romanticism	architectural_style
E10582	True Grit	film
E10583	Jean-Marc Montera	human
E10584	Abbas Maroufi	human
E10585	Fürth	independent_city_of_germany
E10586	Friedrich Adler	human
E10587	mystery fiction	genre
E10588	Paul Lukas	human
E10589	Ronnie Drew	human
E10590	Zbyněk Hejda	human
E10591	Arnon Grunberg	human
E10592	Franz Jonas	human
E10593	mountaineering	climbing
E10594	Milt Jackson	human
E10595	Party of Democratic Socialism	political_party
E10596	Yuma Asami	human
E10597	Yulian Semyonov	human
E10598	Magnet	human
E10599	Harrow School	boarding_school
E10600	Jools Holland	human
E10601	Cara Seymour	human
E10602	Stop! Or My Mom Will Shoot	film
E10603	Karlheinz Brandenburg	human
E10604	civil engineer	profession
E10605	William Fichtner	human
E10606	The Wolverine	3d_film
E10607	Louis Marlio	human
E10608	Militant League for German Culture	registered_association
E10609	Filippo Tommaso Marinetti	human
E10610	Gerolamo Cardano	human
E10611	Christian Lorenz	human
E10612	88 Minutes	film
E10613	David Bromberg	human
E10614	King Arthur	film
E10615	Montclair	township_of_new_jersey
E10616	Ayşe Kulin	human
E10617	Hugh Dancy	human
E10618	Christian Slater	human
E10619	Lonnie Johnson	human
E10620	František Lorenz	human
E10621	Common	human
E10622	Lamar S. Smith	human
E10623	Michael Heinrich	human
E10624	Johann Heinrich Voss	human
E10625	DJ Paul	human
E10626	Bellu cemetery	cemetery
E10627	Liang Sicheng	human
E10628	Jože Javoršek	human
E10629	Vladislav Galkin	human
E10630	Evelyn Waugh	human
E10631	Steven Seagal	human
E10632	Frank Hutchison	human
E10633	Jerry Stiller	human
E10634	Jason Momoa	human
E10635	Harold Bloom	human
E10636	Milo Dor	human
E10637	Norman Jewison	human
E10638	Switzerland	confederation
E10639	Nikolai Gogol	human
E10640	Johannes Heinrich August Ebrard	human
E10641	Leslie Stephen	human
E10642	J. K. Rowling	human
E10643	Jean Baptista von Schweitzer	human
E10644	Marina Vlady	human
E10645	John Millington Synge	human
E10646	Slipknot	musical_group
E10647	Randy Jackson	human
E10648	Carlos Puebla	human
E10649	SPV	record_label
E10650	Resident Evil	film
E10651	Niger	republic
E10652	Fred Brooks	human
E10653	Giacomo Furia	human
E10654	Chris Wedge	human
E10655	Simon Webbe	human
E10656	Keyshia Cole	human
E10657	Luis de Góngora	human
E10658	Nicola Formichetti	human
E10659	Chemnitz	urban_district_in_saxony
E10660	Sergei Dovlatov	human
E10661	Nicholas Kristof	human
E10662	Patricia Heaton	human
E10663	Hungary	country
E10664	club DJ	musical_profession
E10665	Sola Aoi	human
E10666	Helene Stöcker	human
E10667	Lina Ben Mhenni	human
E10668	Maurice Barrès	human
E10669	Nicolau Breyner	human
E10670	Willy Brandt	human
E10671	Victor Pelevin	human
E10672	Malcolm X	human
E10673	Gertrud Bäumer	human
E10674	Jason Segel	human
E10675	Tinto Brass	human
E10676	Marcel Duchamp	human
E10677	Elisabeth Axmann	human
E10678	Rudolf Hess	human
E10679	Jay Grdina	human
E10680	Mikhail Solomentsev	human
E10681	Anatole France	human
E10682	Maldives	sovereign_state
E10683	Stefan Brecht	human
E10684	Jovan Dučić	human
E10685	Susan Glaspell	human
E10686	Lupe Fuentes	human
E10687	Oliver Lyttelton, 1st Viscount Chandos	human
E10688	John Gregory Dunne	human
E10689	Ragnar Sohlman	human
E10690	Andrus Kivirähk	human
E10691	cancer	disease
E10692	radio personality	profession
E10693	Robert Michael White	human
E10694	Claude-Oliver Rudolph	human
E10695	William Lewis Cabell	human
E10696	Ernst Jünger	human
E10697	Nils Torvalds	human
E10698	Peter de Mendelssohn	human
E10699	Lou Monte	human
E10700	Helen McCrory	human
E10701	Adolf Bastian	human
E10702	Iron Man 2	film
E10703	Kaitlin Olson	human
E10704	Hugh Dalton	human
E10705	Leith Stevens	human
E10706	Albert Bormann	human
E10707	Bartolomé Mitre	human
E10708	Jin Yong	human
E10709	Igor Pablo Cavalera	human
E10710	Gigli	film
E10711	Mika Antić	human
E10712	Giovanni Spadolini	human
E10713	Karl Gass	human
E10714	Issei Noro	human
E10715	Geoffrey Rush	human
E10716	Antônio Augusto de Lima	human
E10717	Chloë Grace Moretz	human
E10718	Hanna Neumann	human
E10719	Phil Harris	human
E10720	Harry Reser	human
E10721	Duisburg	urban_municipality_of_germany
E10722	Sudan	sovereign_state
E10723	Nancy Wilson	human
E10724	Soong Ching-ling	human
E10725	Manfred Stolpe	human
E10726	saxophonist	profession
E10727	Hero of Alexandria	human
E10728	Viktor Orbán	human
E10729	balloonist	profession
E10730	Anna Siemsen	human
E10731	Sam Bush	human
E10732	Delta Goodrem	human
E10733	Hans Maier	human
E10734	Journey 2: The Mysterious Island	film
E10735	Mase	human
E10736	Sufjan Stevens	human
E10737	Lance Reddick	human
E10738	Karel Havlíček Borovský	human
E10739	Julius Nyerere	human
E10740	Horatio Kitchener	human
E10741	Ailee	human
E10742	chemist	profession
E10743	Bill Kristol	human
E10744	Mietta	human
E10745	Marie François Sadi Carnot	human
E10746	Honduras	country
E10747	Angola	sovereign_state
E10748	Robert Knepper	human
E10749	Jens Baggesen	human
E10750	Mikhail Vassilyevich Lomonosov	human
E10751	Abdurrauf Fitrat	human
E10752	Jean Le Rond d'Alembert	human
E10753	Kyle Massey	human
E10754	Rutger Gunnarsson	human
E10755	George Foster Shepley	human
E10756	Ashley MacIsaac	human
E10757	Gary Kemp	human
E10758	Shelley Winters	human
E10759	Raymond Queneau	human
E10760	Anatole Abragam	human
E10761	Leon Ware	human
E10762	Mark Wahlberg	human
E10763	Jane Smiley	human
E10764	Jim Belushi	human
E10765	Vladimir Barmin	human
E10766	will.i.am	human
E10767	Jaromír Čelakovský	human
E10768	Lucy Stone	human
E10769	Charles Gounod	human
E10770	Royal Academy of Arts	academy
E10771	Valentin Kataev	human
E10772	Iron Man	film
E10773	Johannes de Muris	human
E10774	Martin Scorsese	human
E10775	Clara Morgane	human
E10776	Heinz Fischer	human
E10777	John Edwards	human
E10778	Cherie Currie	human
E10779	Stefan Andres	human
E10780	Theo Lingen	human
E10781	travel writer	profession
E10782	Ron Ben-Yishai	human
E10783	Steve Ripley	human
E10784	novel	literary_genre
E10785	Debby Ryan	human
E10786	Eötvös Loránd University	open_access_publisher
E10787	Helen Reddy	human
E10788	Michael Baumgarten	human
E10789	Richard von Volkmann	human
E10790	Peter Kropotkin	human
E10791	Michael Richards	human
E10792	Giovanni Boccaccio	human
E10793	George Steinbrenner	human
E10794	Bill Haley	human
E10795	Beni	human
E10796	Blackie Lawless	human
E10797	Trini Lopez	human
E10798	Nicholas of Cusa	human
E10799	Constant von Wurzbach	human
E10800	9th arrondissement of Paris	municipal_arrondissement
E10801	ambient music	music_genre
E10802	Clémence Poésy	human
E10803	Patsy Kensit	human
E10804	Bruce Almighty	film
E10805	Wayne Knight	human
E10806	John Tavener	human
E10807	Ted Nugent	human
E10808	Heaven's Gate	film
E10809	Joe Jackson	human
E10810	Florian David Fitz	human
E10811	Ottorino Respighi	human
E10812	Witness for the Prosecution	film
E10813	speed metal	music_genre
E10814	Mayim Bialik	human
E10815	Almudena Cemetery	cemetery
E10816	Rhonda Fleming	human
E10817	Anita Augspurg	human
E10818	Christopher Durang	human
E10819	Ruggero Leoncavallo	human
E10820	Berkeley	city_of_the_united_states
E10821	Kate Walsh	human
E10822	Rudolph Zacharias Becker	human
E10823	Derek Lamb	human
E10824	Empire Distribution	distribution
E10825	Blade: Trinity	film
E10826	Jamiroquai	musical_group
E10827	The Mummy	film
E10828	Syria	colony
E10829	James Booth	human
E10830	John Greenleaf Whittier	human
E10831	Alexander Ivanovich Herzen	human
E10832	Adnan Sami	human
E10833	Joey King	human
E10834	Lluís Llach	human
E10835	Damhnait Doyle	human
E10836	L.A. Confidential	film
E10837	Arno	human
E10838	Guido Westerwelle	human
E10839	Jay C. Flippen	human
E10840	Nino Martoglio	human
E10841	Sahra Wagenknecht	human
E10842	Face/Off	film
E10843	Dmitry Venevitinov	human
E10844	Antonio García Gutiérrez	human
E10845	Larry Adler	human
E10846	Rogers McVaugh	human
E10847	Charles Kent	human
E10848	Michelle Williams	human
E10849	Shia Islam	islamic_denomination
E10850	W. Edwards Deming	human
E10851	Caribbean Community Secretariat	intergovernmental_organization
E10852	Otto von Bismarck	human
E10853	Louise Bourgeois	human
E10854	Edie Adams	human
E10855	Papa Charlie Jackson	human
E10856	Chidananda Dasgupta	human
E10857	Lyon Sprague de Camp	human
E10858	Franco Venturi	human
E10859	Count Basie	human
E10860	Emmanuel Mounier	human
E10861	Sergei Korolev	human
E10862	Valerie Solanas	human
E10863	Bonnie Wright	human
E10864	Joseph Slepian	human
E10865	Mikhail Bogoslovsky	human
E10866	Midnight in Paris	film
E10867	Dennis Weaver	human
E10868	John G. Trump	human
E10869	William Averell Harriman	human
E10870	Jessica Boehrs	human
E10871	Johann Christian Rosenmüller	human
E10872	Christopher Buchholz	human
E10873	Ursula Andress	human
E10874	Daniel Kulla	human
E10875	Lay the Favorite	film
E10876	Vyšehrad cemetery	cemetery
E10877	John Patrick Amedori	human
E10878	Josep Benet	human
E10879	Giovanni Schiaparelli	human
E10880	mathematician	profession
E10881	Ernest Mandel	human
E10882	Invasion of the Body Snatchers	film
E10883	Taylor Hicks	human
E10884	Anne Meara	human
E10885	Dutch	language
E10886	Bobby Day	human
E10887	Asha Puthli	human
E10888	Mango	human
E10889	Eddy Duchin	human
E10890	Luisana Lopilato	human
E10891	Christian Bale	human
E10892	Terig Tucci	human
E10893	David Lloyd George	human
E10894	Werner Heyde	human
E10895	Beyond the Sea	film
E10896	Prizzi's Honor	film
E10897	William Verity	human
E10898	Aleksandr Chakovsky	human
E10899	industrial metal	music_genre
E10900	Gerhard Schröder	human
E10901	Alan Arkin	human
E10902	Özcan Deniz	human
E10903	George Orwell	human
E10904	Raoul Bova	human
E10905	Diane Cilento	human
E10906	Laura Linney	human
E10907	Tennessee	state_of_the_united_states
E10908	Mira Sorvino	human
E10909	Will Oldham	human
E10910	Moonraker	film
E10911	Werner Schroeter	human
E10912	Heinrich Rudolf Hermann Friedrich von Gneist	human
E10913	Joseph C. O'Mahoney	human
E10914	Joel Lehtonen	human
E10915	Georges Duhamel	human
E10916	The Ring	film
E10917	Sonny Chiba	human
E10918	Ľudovít Štúr	human
E10919	Phil Ramone	human
E10920	Federico García Lorca	human
E10921	Gonçalves Dias	human
E10922	Vincențiu Babeș	human
E10923	Julianna Baggott	human
E10924	Léon Daudet	human
E10925	Gustav Heinrich Kirchenpauer	human
E10926	Denver	big_city
E10927	Crystal Kay	human
E10928	Maya Deren	human
E10929	Tony Blair	human
E10930	Al Jardine	human
E10931	Leslie Stefanson	human
E10932	H. C. McNeile	human
E10933	Charles Debbas	human
E10934	David Lynch	human
E10935	Vuk Karadžić	human
E10936	Arthur Zarden	human
E10937	Delbert McClinton	human
E10938	Les Misérables	miniseries
E10939	Ellen Corby	human
E10940	Arnold Schoenberg	human
E10941	Stormbreaker	film
E10942	A Few Good Men	film
E10943	Eberhard Kranzmayer	human
E10944	Joel McCrea	human
E10945	Max Rostal	human
E10946	Oakland	city_of_the_united_states
E10947	János Arany	human
E10948	Mr. T	human
E10949	Oriana Fallaci	human
E10950	disaster film	film_genre
E10951	György Kurtág	human
E10952	Otto Bauer	human
E10953	Andreas Katsulas	human
E10954	Ulrich Walter	human
E10955	Hanna Wolf	human
E10956	Abraham-Louis Breguet	human
E10957	Delroy Lindo	human
E10958	Kenichi Maeyamada	human
E10959	Josef Čapek	human
E10960	Elle Macpherson	human
E10961	Rahel Sanzara	human
E10962	Sandra Bullock	human
E10963	Monaco	unitary_state
E10964	Carl Djerassi	human
E10965	Jake Bugg	human
E10966	Marina Weisband	human
E10967	Dafnis Prieto	human
